time,x-acceleration,y-acceleration,z-acceleration
6.12,0.309,-0.264,0.948
6.14,0.193,-0.197,0.979
6.16,0.103,-0.147,1.016
6.18,0.141,-0.089,1.07
6.2,0.215,-0.057,1.045
6.22,0.435,-0.083,0.985
6.24,0.455,-0.091,0.975
6.26,0.278,-0.111,0.99
6.28,0.087,-0.103,1.089
6.3,-0.156,-0.057,1.127
6.32,-0.29,-0.055,1.022
6.34,-0.165,-0.154,0.927
6.36,-0.023,-0.234,0.945
6.38,0.034,-0.299,0.974
6.4,0.004,-0.344,0.925
6.42,0.002,-0.361,0.835
6.44,-0.005,-0.33,0.754
6.46,0.052,-0.278,0.765
6.48,0.234,-0.243,0.887
6.5,0.396,-0.248,0.939
6.52,0.447,-0.304,0.857
6.54,0.393,-0.305,0.845
6.56,0.357,-0.292,0.808
6.58,0.608,-0.26,0.828
6.6,0.867,-0.262,0.89
6.62,0.795,-0.271,0.892
6.64,0.704,-0.305,0.857
6.66,0.659,-0.295,0.841
6.68,0.522,-0.227,0.846
6.7,0.26,-0.127,0.89
6.72,-0.007,-0.023,1.023
6.74,-0.272,0.036,1.145
6.76,-0.386,0.055,1.132
6.78,-0.123,0.006,1.014
6.8,0.253,-0.082,0.929
6.82,0.624,-0.237,0.892
6.84,0.515,-0.295,0.879
6.86,0.217,-0.271,0.967
6.88,0.01,-0.25,1.037
6.9,-0.011,-0.235,0.996
6.92,0.084,-0.259,0.961
6.94,0.123,-0.261,0.944
6.96,0.191,-0.287,0.912
6.98,0.341,-0.313,0.91
7,0.345,-0.302,0.916
7.02,0.292,-0.288,0.932
7.04,0.239,-0.253,0.961
7.06,0.202,-0.21,0.97
7.08,0.138,-0.196,0.947
7.1,0.052,-0.145,0.941
7.12,0.045,-0.102,0.95
7.14,0.232,-0.076,1.03
7.16,0.496,-0.074,1.079
7.18,0.387,-0.071,1.053
7.2,0.206,-0.073,1.048
7.22,-0.031,-0.096,1.024
7.24,-0.094,-0.091,1.009
7.26,-0.026,-0.07,1.04
7.28,-0.107,-0.091,1.08
7.3,-0.082,-0.192,1.086
7.32,-0.02,-0.287,1.005
7.34,-0.003,-0.327,0.849
7.36,0.062,-0.352,0.71
7.38,0.115,-0.364,0.641
7.4,0.148,-0.342,0.68
7.42,0.332,-0.303,0.781
7.44,0.539,-0.34,0.878
7.46,0.633,-0.309,0.937
7.48,0.602,-0.281,0.928
7.5,0.535,-0.276,0.874
7.52,0.553,-0.245,0.865
7.54,0.673,-0.305,0.895
7.56,0.744,-0.332,0.915
7.58,0.658,-0.3,0.877
7.6,0.44,-0.232,0.842
7.62,0.174,-0.145,0.852
7.64,-0.115,-0.051,0.977
7.66,-0.317,0.035,1.161
7.68,-0.431,0.084,1.177
7.7,-0.149,0.022,1.063
7.72,0.212,-0.078,0.979
7.74,0.4,-0.206,0.927
7.76,0.357,-0.284,0.899
7.78,0.268,-0.304,0.903
7.8,0.221,-0.319,0.942
7.82,0.231,-0.321,0.945
7.84,0.244,-0.337,0.883
7.86,0.213,-0.327,0.849
7.88,0.187,-0.321,0.88
7.9,0.224,-0.317,0.905
7.92,0.18,-0.262,0.972
7.94,0.062,-0.165,1.06
7.96,0.037,-0.137,1.033
7.98,0.052,-0.094,1.029
8,0.102,-0.067,1.026
8.02,0.328,-0.066,1.04
8.04,0.518,-0.094,1.059
8.06,0.382,-0.102,1.036
8.08,0.072,-0.088,1.049
8.1,-0.057,-0.099,1.069
8.12,-0.049,-0.121,1.081
8.14,-0.112,-0.151,1.025
8.16,-0.107,-0.21,0.946
8.18,-0.025,-0.266,0.928
8.2,-0.056,-0.3,0.911
8.22,-0.047,-0.329,0.852
8.24,-0.045,-0.379,0.745
8.26,0.058,-0.413,0.636
8.28,0.296,-0.41,0.639
8.3,0.415,-0.342,0.75
8.32,0.573,-0.318,0.881
8.34,0.658,-0.304,0.945
8.36,0.565,-0.277,0.953
8.38,0.43,-0.26,0.905
8.4,0.488,-0.24,0.861
8.42,0.685,-0.237,0.879
8.44,0.743,-0.288,0.908
8.46,0.629,-0.309,0.899
8.48,0.516,-0.287,0.891
8.5,0.37,-0.217,0.881
8.52,0.15,-0.135,0.901
8.54,-0.038,-0.053,0.994
8.56,-0.165,0.024,1.094
8.58,-0.206,0.032,1.177
8.6,-0.13,0,1.158
8.62,0.058,-0.042,1.046
8.64,0.188,-0.146,0.888
8.66,0.266,-0.25,0.849
8.68,0.196,-0.236,0.85
8.7,0.188,-0.298,0.899
8.72,0.204,-0.305,0.934
8.74,0.203,-0.325,0.952
8.76,0.245,-0.323,0.99
8.78,0.254,-0.308,1.013
8.8,0.23,-0.311,1.011
8.82,0.206,-0.313,0.971
8.84,0.105,-0.247,0.92
8.86,-0.013,-0.144,0.921
8.88,-0.078,-0.07,0.998
8.9,0.066,-0.05,1.071
8.92,0.32,-0.069,1.057
8.94,0.354,-0.082,1
8.96,0.272,-0.063,1.009
8.98,0.122,-0.054,1.043
9,-0.026,-0.091,1.104
9.02,-0.08,-0.119,1.128
9.04,-0.112,-0.147,1.025
9.06,-0.034,-0.178,0.962
9.08,-0.002,-0.229,0.978
9.1,0.017,-0.266,0.96
9.12,0.051,-0.326,0.862
9.14,0.125,-0.374,0.738
9.16,0.307,-0.397,0.638
9.18,0.392,-0.353,0.651
9.2,0.449,-0.317,0.767
9.22,0.523,-0.307,0.881
9.24,0.522,-0.286,0.913
9.26,0.539,-0.275,0.909
9.28,0.599,-0.254,0.919
9.3,0.657,-0.247,0.902
9.32,0.736,-0.28,0.899
9.34,0.717,-0.269,0.904
9.36,0.582,-0.216,0.89
9.38,0.453,-0.179,0.883
9.4,0.241,-0.118,0.914
9.42,-0.064,-0.016,1.009
9.44,-0.308,0.049,1.087
9.46,-0.242,0.083,1.13
9.48,0.03,0.04,1.095
9.5,0.245,-0.132,0.957
9.52,0.317,-0.264,0.846
9.54,0.39,-0.321,0.845
9.56,0.356,-0.377,0.918
9.58,0.259,-0.355,0.938
9.6,0.17,-0.355,0.914
9.62,0.081,-0.326,0.878
9.64,0.09,-0.321,0.862
9.66,0.221,-0.354,0.881
9.68,0.338,-0.361,0.916
9.7,0.329,-0.299,0.958
9.72,0.249,-0.214,0.988
9.74,0.179,-0.154,1
9.76,0.057,-0.093,1.016
9.78,0.115,-0.048,1.014
9.8,0.359,-0.008,1.044
9.82,0.394,0.002,1.058
9.84,0.242,0.002,1.07
9.86,0.107,-0.033,1.087
9.88,0.052,-0.079,1.103
9.9,0.045,-0.15,1.088
9.92,0.051,-0.211,1.02
9.94,-0.033,-0.215,0.927
9.96,-0.037,-0.166,0.908
