time,x-acceleration,y-acceleration,z-acceleration
5.44,0.411,-0.064,0.908
5.46,0.395,-0.072,0.888
5.48,0.395,-0.072,0.888
5.5,0.395,-0.072,0.888
5.52,0.409,-0.061,0.898
5.54,0.409,-0.061,0.898
5.56,0.409,-0.061,0.898
5.58,0.456,-0.033,0.966
5.6,0.456,-0.033,0.966
5.62,0.456,-0.033,0.966
5.64,0.51,-0.009,1.053
5.66,0.51,-0.009,1.053
5.68,0.51,-0.009,1.053
5.7,0.583,-0.019,1.096
5.72,0.583,-0.019,1.096
5.74,0.583,-0.019,1.096
5.76,0.583,-0.024,1.07
5.78,0.583,-0.024,1.07
5.8,0.583,-0.024,1.07
5.82,0.525,-0.029,1.009
5.84,0.525,-0.029,1.009
5.86,0.525,-0.029,1.009
5.88,0.429,-0.018,0.96
5.9,0.429,-0.018,0.96
5.92,0.429,-0.018,0.96
5.94,0.384,0.016,0.937
5.96,0.384,0.016,0.937
5.98,0.384,0.016,0.937
6,0.399,0.038,0.92
6.02,0.399,0.038,0.92
6.04,0.399,0.038,0.92
6.06,0.483,0.044,0.936
6.08,0.483,0.044,0.936
6.1,0.483,0.044,0.936
6.12,0.53,0.049,0.938
6.14,0.53,0.049,0.938
6.16,0.53,0.049,0.938
6.18,0.44,0.064,0.912
6.2,0.44,0.064,0.912
6.22,0.44,0.064,0.912
6.24,0.353,0.076,0.895
6.26,0.353,0.076,0.895
6.28,0.353,0.076,0.895
6.3,0.292,0.064,0.952
6.32,0.292,0.064,0.952
6.34,0.292,0.064,0.952
6.36,0.257,0.078,0.979
6.38,0.257,0.078,0.979
6.4,0.257,0.078,0.979
6.42,0.316,0.04,0.926
6.44,0.316,0.04,0.926
6.46,0.316,0.04,0.926
6.48,0.368,-0.048,0.918
6.5,0.368,-0.048,0.918
6.52,0.368,-0.048,0.918
6.54,0.436,-0.097,0.936
6.56,0.436,-0.097,0.936
6.58,0.436,-0.097,0.936
6.6,0.465,-0.081,0.986
6.62,0.465,-0.081,0.986
6.64,0.465,-0.081,0.986
6.66,0.426,-0.055,0.972
6.68,0.426,-0.055,0.972
6.7,0.426,-0.055,0.972
6.72,0.355,-0.047,0.93
6.74,0.355,-0.047,0.93
6.76,0.355,-0.047,0.93
6.78,0.322,-0.046,0.94
6.8,0.322,-0.046,0.94
6.82,0.322,-0.046,0.94
6.84,0.299,-0.022,0.925
6.86,0.299,-0.022,0.925
6.88,0.299,-0.022,0.925
6.9,0.32,0,0.902
6.92,0.32,0,0.902
6.94,0.32,0,0.902
6.96,0.344,-0.012,0.91
6.98,0.344,-0.012,0.91
7,0.344,-0.012,0.91
7.02,0.342,-0.026,0.974
7.04,0.342,-0.026,0.974
7.06,0.342,-0.026,0.974
7.08,0.299,-0.02,1.033
7.1,0.299,-0.02,1.033
7.12,0.299,-0.02,1.033
7.14,0.227,-0.025,0.991
7.16,0.227,-0.025,0.991
7.18,0.227,-0.025,0.991
7.2,0.241,-0.069,0.896
7.22,0.241,-0.069,0.896
7.24,0.241,-0.069,0.896
7.26,0.276,-0.071,0.805
7.28,0.276,-0.071,0.805
7.3,0.276,-0.071,0.805
7.32,0.347,-0.09,0.784
7.34,0.347,-0.09,0.784
7.36,0.347,-0.09,0.784
7.38,0.366,-0.083,0.887
7.4,0.366,-0.083,0.887
7.42,0.366,-0.083,0.887
7.44,0.351,-0.061,1.023
7.46,0.351,-0.061,1.023
7.48,0.351,-0.061,1.023
7.5,0.388,-0.07,1.055
7.52,0.388,-0.07,1.055
7.54,0.388,-0.07,1.055
7.56,0.365,-0.087,1.006
7.58,0.365,-0.087,1.006
7.6,0.365,-0.087,1.006
7.62,0.326,-0.097,0.917
7.64,0.326,-0.097,0.917
7.66,0.326,-0.097,0.917
7.68,0.327,-0.085,0.899
7.7,0.327,-0.085,0.899
7.72,0.327,-0.085,0.899
7.74,0.355,-0.055,0.972
7.76,0.355,-0.055,0.972
7.78,0.355,-0.055,0.972
7.8,0.359,-0.036,1.001
7.82,0.359,-0.036,1.001
7.84,0.359,-0.036,1.001
7.86,0.327,-0.038,0.948
7.88,0.327,-0.038,0.948
7.9,0.327,-0.038,0.948
7.92,0.286,-0.065,0.864
7.94,0.286,-0.065,0.864
7.96,0.286,-0.065,0.864
7.98,0.318,-0.082,0.818
8,0.318,-0.082,0.818
8.02,0.318,-0.082,0.818
8.04,0.397,-0.072,0.906
8.06,0.397,-0.072,0.906
8.08,0.397,-0.072,0.906
8.1,0.455,-0.057,0.966
8.12,0.455,-0.057,0.966
8.14,0.455,-0.057,0.966
8.16,0.483,-0.067,0.922
8.18,0.483,-0.067,0.922
8.2,0.483,-0.067,0.922
8.22,0.443,-0.072,0.846
8.24,0.443,-0.072,0.846
8.26,0.443,-0.072,0.846
8.28,0.416,-0.048,0.847
8.3,0.416,-0.048,0.847
8.32,0.416,-0.048,0.847
8.34,0.45,-0.022,0.92
8.36,0.45,-0.022,0.92
8.38,0.45,-0.022,0.92
8.4,0.463,-0.024,0.973
8.42,0.463,-0.024,0.973
8.44,0.463,-0.024,0.973
8.46,0.449,-0.034,0.961
8.48,0.449,-0.034,0.961
8.5,0.449,-0.034,0.961
8.52,0.433,-0.057,0.942
8.54,0.433,-0.057,0.942
8.56,0.433,-0.057,0.942
8.58,0.407,-0.071,0.952
8.6,0.407,-0.071,0.952
8.62,0.407,-0.071,0.952
8.64,0.455,-0.069,0.966
8.66,0.455,-0.069,0.966
8.68,0.455,-0.069,0.966
8.7,0.491,-0.071,1.006
8.72,0.491,-0.071,1.006
8.74,0.491,-0.071,1.006
8.76,0.481,-0.057,1.031
8.78,0.481,-0.057,1.031
8.8,0.481,-0.057,1.031
8.82,0.446,-0.042,1
8.84,0.446,-0.042,1
8.86,0.446,-0.042,1
8.88,0.42,-0.043,0.936
8.9,0.42,-0.043,0.936
8.92,0.42,-0.043,0.936
8.94,0.501,-0.049,0.915
8.96,0.501,-0.049,0.915
8.98,0.501,-0.049,0.915
9,0.599,-0.034,0.916
9.02,0.599,-0.034,0.916
9.04,0.599,-0.034,0.916
9.06,0.57,0.016,0.906
9.08,0.57,0.016,0.906
9.1,0.57,0.016,0.906
9.12,0.485,0.091,0.926
9.14,0.485,0.091,0.926
9.16,0.485,0.091,0.926
9.18,0.442,0.147,0.946
9.2,0.442,0.147,0.946
9.22,0.442,0.147,0.946
9.24,0.457,0.175,0.979
9.26,0.457,0.175,0.979
9.28,0.457,0.175,0.979
9.3,0.467,0.154,0.967
9.32,0.467,0.154,0.967
9.34,0.467,0.154,0.967
9.36,0.436,0.146,0.875
